"cycle_or_year","file_label","module","variable_name","available"
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX23LAS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX23LAP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX23LAL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX23LAA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24CJD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24CJM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24CJS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24CJP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24CJL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24CJA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24PCD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24PCM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24PCS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24PCP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24PCL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24PCA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24LAD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24LAM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24LAS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24LAP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24LAL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX24LAA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25CJD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25CJM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25CJS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25CJP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25CJL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25CJA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25PCD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25PCM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25PCS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25PCP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25PCL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25PCA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25LAD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25LAM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25LAS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25LAP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25LAL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX25LAA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26CJD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26CJM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26CJS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26CJP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26CJL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26CJA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26PCD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26PCM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26PCS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26PCP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26PCL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26PCA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26LAD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26LAM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26LAS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26LAP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26LAL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX26LAA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27CJD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27CJM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27CJS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27CJP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27CJL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27CJA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27PCD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27PCM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27PCS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27PCP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27PCL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27PCA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27LAD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27LAM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27LAS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27LAP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27LAL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX27LAA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28CJD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28CJM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28CJS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28CJP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28CJL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28CJA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28PCD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28PCM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28PCS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28PCP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28PCL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28PCA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28LAD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28LAM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28LAS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28LAP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28LAL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX28LAA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29CJD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29CJM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29CJS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29CJP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29CJL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29CJA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29PCD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29PCM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29PCS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29PCP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29PCL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29PCA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29LAD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29LAM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29LAS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29LAP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29LAL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX29LAA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30CJD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30CJM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30CJS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30CJP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30CJL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30CJA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30PCD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30PCM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30PCS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30PCP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30PCL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30PCA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30LAD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30LAM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30LAS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30LAP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30LAL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX30LAA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31CJD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31CJM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31CJS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31CJP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31CJL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31CJA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31PCD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31PCM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31PCS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31PCP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31PCL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31PCA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31LAD",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31LAM",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31LAS",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31LAP",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31LAL",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","OHX31LAA",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","NHANES_CYCLE_SUFFIX",TRUE
"2009-2010","OHXPER_F.XPT","periodontal_full_mouth","NHANES_CYCLE",TRUE
"2009-2010","RXQ_RX_F.XPT","medications","RXDUSE",TRUE
"2009-2010","RXQ_RX_F.XPT","medications","RXDDRUG",TRUE
"2009-2010","RXQ_RX_F.XPT","medications","RXDDRGID",TRUE
"2009-2010","RXQ_RX_F.XPT","medications","RXQSEEN",TRUE
"2009-2010","RXQ_RX_F.XPT","medications","RXDDAYS",TRUE
"2009-2010","RXQ_RX_F.XPT","medications","RXDCOUNT",TRUE
"2009-2010","RXQ_RX_F.XPT","medications","NHANES_CYCLE_SUFFIX",TRUE
"2009-2010","RXQ_RX_F.XPT","medications","NHANES_CYCLE",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ020",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMD030",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ040",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ050Q",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ050U",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMD055",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMD057",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ077",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMD641",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMD650",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMD093",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMDUPCA",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMD100BR",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMD100FL",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMD100MN",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMD100LN",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMD100TR",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMD100NI",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMD100CO",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ620",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMD630",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ660",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ664M",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ664C",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ664W",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ664B",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ664O",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ666M",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ666C",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ666K",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ666W",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ666B",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ666S",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ666O",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMQ670",TRUE
"2009-2010","SMQ_F.XPT","smoking","SMAQUEX2",TRUE
"2009-2010","SMQ_F.XPT","smoking","NHANES_CYCLE_SUFFIX",TRUE
"2009-2010","SMQ_F.XPT","smoking","NHANES_CYCLE",TRUE
"2011-2012","ALB_CR_G.XPT","urine_albumin_creatinine","URXUMA",TRUE
"2011-2012","ALB_CR_G.XPT","urine_albumin_creatinine","URXUMS",TRUE
"2011-2012","ALB_CR_G.XPT","urine_albumin_creatinine","URXUCR",TRUE
"2011-2012","ALB_CR_G.XPT","urine_albumin_creatinine","URXCRS",TRUE
"2011-2012","ALB_CR_G.XPT","urine_albumin_creatinine","URDACT",TRUE
"2011-2012","ALB_CR_G.XPT","urine_albumin_creatinine","NHANES_CYCLE_SUFFIX",TRUE
"2011-2012","ALB_CR_G.XPT","urine_albumin_creatinine","NHANES_CYCLE",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSAL",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBDSALSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSATSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSASSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSAPSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSBU",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBDSBUSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSCA",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBDSCASI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSCK",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSCH",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBDSCHSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSC3SI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSCR",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBDSCRSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSGTSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSGL",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBDSGLSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSIR",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBDSIRSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSLDSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSPH",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBDSPHSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSTB",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBDSTBSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSTP",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBDSTPSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSUA",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBDSUASI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSNASI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSKSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSCLSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSOSSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSGB",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBDSGBSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBXSTR",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","LBDSTRSI",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","NHANES_CYCLE_SUFFIX",TRUE
"2011-2012","BIOPRO_G.XPT","biochemistry_serum_uric_acid","NHANES_CYCLE",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMDSTATS",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMXWT",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMIWT",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMXRECUM",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMIRECUM",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMXHEAD",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMIHEAD",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMXHT",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMIHT",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMXBMI",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMDBMIC",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMXLEG",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMILEG",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMXARML",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMIARML",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMXARMC",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMIARMC",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMXWAIST",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMIWAIST",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMXSAD1",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMXSAD2",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMXSAD3",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMXSAD4",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMDAVSAD",TRUE
"2011-2012","BMX_G.XPT","body_measures","BMDSADCM",TRUE
"2011-2012","BMX_G.XPT","body_measures","NHANES_CYCLE_SUFFIX",TRUE
"2011-2012","BMX_G.XPT","body_measures","NHANES_CYCLE",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","BPQ020",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","BPQ030",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","BPD035",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","BPQ040A",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","BPQ050A",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","BPQ057",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","BPQ056",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","BPD058",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","BPQ059",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","BPQ080",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","BPQ060",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","BPQ070",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","BPQ090D",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","BPQ100D",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","NHANES_CYCLE_SUFFIX",TRUE
"2011-2012","BPQ_G.XPT","blood_pressure_questionnaire","NHANES_CYCLE",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","PEASCST1",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","PEASCTM1",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","PEASCCT1",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPXCHR",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPQ150A",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPQ150B",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPQ150C",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPQ150D",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPAARM",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPACSZ",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPXPLS",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPXPULS",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPXPTY",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPXML1",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPXSY1",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPXDI1",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPAEN1",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPXSY2",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPXDI2",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPAEN2",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPXSY3",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPXDI3",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPAEN3",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPXSY4",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPXDI4",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","BPAEN4",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","NHANES_CYCLE_SUFFIX",TRUE
"2011-2012","BPX_G.XPT","blood_pressure_exam","NHANES_CYCLE",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXWBCSI",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXLYPCT",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXMOPCT",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXNEPCT",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXEOPCT",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXBAPCT",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBDLYMNO",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBDMONO",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBDNENO",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBDEONO",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBDBANO",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXRBCSI",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXHGB",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXHCT",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXMCVSI",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXMCHSI",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXMC",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXRDW",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXPLTSI",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","LBXMPSI",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","NHANES_CYCLE_SUFFIX",TRUE
"2011-2012","CBC_G.XPT","complete_blood_count","NHANES_CYCLE",TRUE
"2011-2012","COTNAL_G.XPT","serum_cotinine","LBXCOT",TRUE
"2011-2012","COTNAL_G.XPT","serum_cotinine","LBDCOTLC",TRUE
"2011-2012","COTNAL_G.XPT","serum_cotinine","URXNAL",TRUE
